ID,Headline,Category,Label
47,"From pineapple weeds in Peckham to Bilberries in Birmingham! forget the countryside, urban foodies encouraged to take up foraging in the city",food,4.0
48,A nation of wasters! British households throw away £ 440 of food each year with 25 % forgetting it's in the fridge,food,4.0
49,"'You look like Guy Fawkes, Jimmy Hill and Colonel Sanders': match of the day host Gary Lineker mocked online for his greying moustache and goatee-beard look",news,3.0
50,Forget deep-fried Mars bars! Scottish Chip Shop serves battered yule logs... with a heart-stopping 950 calories per serving,food,3.6666666666666665
51,Isis militants call on allies to spread terror and beheading to Egypt and strike near tourist resort of Sharm El-Sheikh,news,3.0
52,Still in the royal fold! Chelsy Davy is pretty in red as she is reunited with Prince Harry at Henry Van Straubenzee Memorial Service,femail,3.0
53,"Did you buy into 2014's biggest fashion trends? miniskirts, leopard print and boyfriend jeans revealed to be most popular purchases online",femail,4.0
54,Could 'editing' genes be the key to curing Hiv? giving patients altered blood cells could make them resistant to the virus,health,4.0
55,"Were ?tzi the iceman's tattoos an early form of 'acupuncture'? scientists believe 5,000-year-old skin etchings were therapeutic",sciencetech,3.6666666666666665
56,City lawyer who objected to boss circulating nude portrait of his wife to staff 'had the maturity of an eight year-old',news,3.0
57,"Still the iron lady: dignified, elegant-and in remarkably good spirits. a unique portrait of Baroness Thatcher...",news,3.6666666666666665
58,"Arsenal are 12 points worse off than this time last year... look away, Arsene Wenger!",football,4.5
59,'I believe in hopeless causes': American Isis Captive Peter Kassig described how he felt a calling to help wounded Syrian refugees-just one year before he was captured by Islamic militants and became a Muslim,news,4.333333333333333
60,"Premier League top 10 debuts: Diego Costa, Cesc Fabregas, Gylfi Sigurdsson and Eric Dier among the best that impressed during the opening weekend of the new season",sport,3.0
61,Was China's Terracotta army modelled on real soldiers? every single pair of ears on the statues is found to be unique,sciencetech,3.3333333333333335
62,Cooking certainly pays the bills! inside's celebrity chef Bill Granger's stunning $ 3.5 million home in gorgeous beachside Sydney suburb,news,3.6666666666666665
63,A new chapter in human history: startling discovery of stone age cavemen in China who 'are an entirely new species',sciencetech,4.333333333333333
64,Heartbroken mother speaks out over Army lieutenant son charged with murder after ordering troops to shoot two lookouts in Afghanistan,news,3.3333333333333335
65,"Far more than the memories of war: pristine scenery, penguins and the prettiness of Port Stanley on a holiday in the Falkland Islands",travel,4.5
66,"'Oh, you should go to... Costa Rica'. Latin state is shock winner in list of countries people would recommend to other travellers",travel,3.0
67,Apple teases 'exciting products' ahead as more images of its rumoured Iphone 6 leak online,sciencetech,3.6666666666666665
68,Valentine's day streaker entertains Cricket World Cup fans during New Zealand's easy win over Sri Lanka in Christchurch,cricket,2.6666666666666665
69,"Cops find 1,250 packets of heroin stamped with Obamacare",news,3.0
70,"Android invades the tv: Sony, Philips and sharp all reveal Tvs running Google's software-but Samsung goes it alone in battle for the living room",sciencetech,4.5
71,Manchester United Name unchanged line-up for first time since 2012 ( that's 85 games! ) as Louis Van Gaal's men take on Tottenham,football,2.3333333333333335
72,Awkward! Democratic senator laughed at after she refuses to back Obama at debate,news,3.3333333333333335
73,"A very German Christmas: magical markets, glorious gluhwein and ghosts of the past on a long weekend in ever-delightful dresden",travel,2.6666666666666665
74,Rory Mcilroy scoops 2014 race to Dubai European Tour golfer of the year,golf,2.0
75,Water way to travel! enjoy the views above and below the sea's surface in this transparent kayak,travelnews,3.3333333333333335
76,Crete expectations: trying to make sense of it all at Thomson's splendid Sensatori resort,travel,3.0
77,The fruit smoothies for children with more sugar than Coca-Cola: drinks sold as healthy can contain up to 60 % more,health,3.3333333333333335
78,Lighting up the skies! amazing video shows mind-bloggling amount of air travel between Europe and North America in just 24 hours,travel,3.3333333333333335
79,Could a 90-second procedure banish the risks of laser eye surgery? new eye drop and uv light treatment 'eliminates dangers',health,4.0
80,Roy Keane back in the dugout for charity match at Cobh Ramblers,football,1.5
81,Walsall off to Wembley as Dean Smith's side book their place at England Hq for the first time in their 127-year history,football,2.6666666666666665
82,"Deep-fried worm crisps, sea turtle soup and Bee larvae: learn how to dine like a tyrant with the dictators' dinners cook book",books,4.666666666666667
83,Celebrity Surfer Laird Hamilton rescues man stranded in massive 20-foot Malibu waves whipped up by Hurricane Marie,news,3.0
84,"How to discover the real Mallorca: exploring the island the Michael Douglas and Catherine Zeta-Jones way... by car, helicopter... and £ 1.5 m superyacht",travel,3.0
85,"Tetley insures tea-taster's tongue for £ 1million... putting him in the same league as Madonna's breasts, Heidi Klum's legs and Julia Roberts' smile",food,2.6666666666666665
86,"Want to 'decode' your teenage daughter? don't try to be her friend and don't give her too much space, says top headmistress",femail,3.3333333333333335
87,"Stuart Lancaster's England have no excuses for struggling at the back... and Danny Cipriani, Steffon Armitage and James Haskell can provide the spark they need",rugbyunion,1.6666666666666667
88,Yeovil 2-0 Accrington: Simon Gillett and Kieffer Moore leave it late as glovers set up glamour third round tie with Manchester United,football,2.3333333333333335
89,How Qpr striker Charlie Austin helped his old club Poole Town build a new home,football,3.3333333333333335
90,Will the next Ipad Air be more of the same? 'leaked images of Apple's next-generation tablet' reveal just minor tweaks to its microphone and controls,sciencetech,3.3333333333333335
91,It's like eating belly fat': watch horrified South Korean women's reactions as they sample America's favourite junk food for the first time,femail,4.333333333333333
92,Car that runs on air: New Peugeot hybrid doesn't need a battery and 'is greener than its electric rivals',sciencetech,4.0
93,"Wealthy mothers earning more than $ 150,000 a year may not get maternity pay as Tony Abbott backflips to pay for childcare reform",news,3.3333333333333335
94,Elderly people who are poor 'have eight fewer teeth than the richest 20 % of society',health,2.6666666666666665
95,"Big hair, bold make-up and piles of bling: 80s stars revealed in all their gaudy glory in book celebrating snapper Mario Casilli",femail,3.3333333333333335
96,Sip chardonnay with tarantula and wash down scorpion with Pinot noir: the world's first guide to matching insects and wine,food,3.6666666666666665
97,Brits prepared to fly from remote airports and sacrifice in-flight meals to get cheap fares-but still vote Ryanair as the worst airline in the Uk ( with Ba coming out on top ),travel,3.0
98,"What if other planets were as close as the moon? amazing video reveals how Jupiter, Saturn and more would look in the sky",sciencetech,3.3333333333333335
99,Motorists could be forced to pay to drive 'by the kilometre' on British roads under plans being drawn up by Brussels,news,2.6666666666666665
100,The Father who's literally scared stiff every time he's startled by a sudden noise or taken by surprise,health,1.5
101,The secret of a Hollywood hit: graphs reveal the similar plotlines of tv shows and movies-and how you should never say 'i love you' until the last minute,sciencetech,3.0
102,"Scotland Yard corruption: leaked report claims police were bribed to destroy evidence, slept with criminals and intimidated witnesses",news,3.0
103,"Learning how Declan had saved three other lives made our grief more bearable: with a chronic shortage of child organ donors, a mother's moving account",health,2.3333333333333335
104,"Statins may boost memory and even reverse some learning difficulties, scientists claim",health,2.3333333333333335
105,Aliens want to steal my soul: British woman claims she's been repeatedly abducted by 'Reptilian' extraterrestrials,femail,3.3333333333333335
106,Could a cure for Aids lie in geraniums? plant extract prevents virus invading human cells,health,3.3333333333333335
107,Hands off our cake! bid launched to give 'much-loved' Dundee cake protected status like Champagne and Parma Ham,food,3.3333333333333335
108,Warning to sports fans as holiday and airline scams cost travellers £ 7 m a year,travel,3.3333333333333335
109,"Britons warned to defrost their Turkey properly today as 11 million are 'at risk of food poisoning' by leaving bird to thaw in the bath, shed or garage",food,2.6666666666666665
110,Couple surprise family and friends by inviting them to daughter's christening which doubled as their wedding,femail,2.6666666666666665
111,Steve Mcclaren backs Roy Hodgson over Raheem Sterling omission but admits 'tired' derby players played in Euro 2016 qualifiers,football,2.3333333333333335
112,"Poisonous Blowfish, Washoku Cuisine and sumo wrestler meals: Tokyo keeps crown as gourmet capital of the world with record number of Michelin-starred restaurants",food,3.3333333333333335
113,Is melon juice the new hangover cure? drink hits supermarket shelves in Uk for the first time,food,3.0
114,A petrified pterodactyl earns her wings: the day i learned to 'sky-dive' while taking a cruise on the new liner quantum of the seas,travel,3.0
115,Robots on the moon! Google Awards First Xprize grants in contest to create lander that can broadcast live from lunar surface,sciencetech,3.3333333333333335
116,"Checking in: Radio Star Gaby Roslin on memories of Zimbabwe, Caribbean wedding proposals, local lingos and skinny-dipping",travel,2.6666666666666665
117,Can't believe it's butter! amazing sculpture carved from margarine depicting World War one soldiers wins gold at culinary awards,food,3.6666666666666665
118,Will this persuade your kid to eat sprouts? Brussels crossed with Kale to create sweeter tasting 'Kalettes',food,3.6666666666666665
119,As research predicts most 20-somethings will never we d i fear my two divorces have put my son off marriage for life,femail,3.0
120,A brilliant bard-but a flop between the sheets: the three lives of Dylan Thomas,books,4.0
121,Could you handle the Naga Viper Chilli challenge? chicken dish is so hot that restaurant makes diners sign a waiver,home,3.0
122,The terrifying tv show where the lights flicker in your living room when they do on screen: 12 monkeys remake will control smart bulbs,sciencetech,2.0
123,What the internet really looks like: photographer reveals what goes on in one of the giant data centres that power the online world,sciencetech,3.0
124,Emily Ratajkowski flaunts her curves in new lingerie campaign and says she feels sexy and confident in seductive Christmas range,femail,2.3333333333333335
125,Sergio Aguero gives Manuel Pellegrini a Roberto Mancini moment... and Manchester City's manager must capitalise,football,2.0
126,"Greece, glorious Greece: finding family holiday Heaven on Halkidiki's 'middle finger'",travel,3.0
127,"Cruel to be kind? hormones that trigger feelings of compassion can also lead to aggressive behaviour, study claims",sciencetech,3.0
128,Sky Sports News pull reporters from the streets for transfer deadline day after chaos in September,football,2.3333333333333335
129,'I' ve cheated death twice!' 28-year-old British student hit by two rockfalls in one day while ice climbing in New Zealand... and survives with just a bump to the head,travel,2.6666666666666665
130,Everton have an eye on Shaun Maloney as Roberto Martinez looks to strengthen,football,2.3333333333333335
131,A meeting with the real Santa Claus: how two very excited children ( aged 4 and 6 ) had the holiday of a lifetime at the 'North Pole',travel,3.3333333333333335
132,Now that really is a dog's dinner! watch puppy chef prepare spaghetti carbonara in supercute video,food,3.3333333333333335
133,Nicole joins the skinny b * * * * collective: Miss Scherzinger takes on Millie Mackintosh and Suki Waterhouse's invite-only fitness class to burn off Christmas calories,femail,2.3333333333333335
134,"Lionel Messi is bored and Barcelona are a shadow of their former selves, says former Manchester United Star Paul Scholes",football,2.0
135,Supreme Court to rule on whether Americans have a constitutional right to gay marriage by June,news,2.3333333333333335
136,Why the fish supper hasn't had its chips,books,2.0
137,"Roman Roads, Georgian Crescents and London's leafy squares, the 50 streets which reveal Britain's domestic history",news,3.0
138,Saved from death in the blink of an eye: learning to live with locked-in syndrome,books,3.3333333333333335
139,'Finally something good has come of my son's death': father of the late Freddy Mcconnel-who first injected heroin with peaches Geldof-on his addicts' orchestra,femail,2.3333333333333335
140,'He's served his time... let's get him back': Sheffield United Fans in favour of convicted striker Ched Evans returning to club,football,3.0
141,"In ice condition: amazingly preserved woolly mammoth found frozen in Siberia after 39,000 years goes on display in Tokyo",sciencetech,2.3333333333333335
142,Toddler disfigured by grenade that Swat team threw in his crib smiles as he leaves hospital a month after suffering horrific injuries,news,2.6666666666666665
143,Why are dogs a man's best friend? because they have similar brains: canines share 'Voice region' that helps us tune in to emotions,sciencetech,3.0
144,Kate Upton is the ultimate bombshell as the star of Bobbi Brown's latest beauty campaign,femail,2.3333333333333335
145,Burglars steal grieving widow's wedding ring and the money for her husband's funeral,news,3.0
146,Marijuana Farm patriarch who gave a thumbs up in his mugshot is sentenced to 10 years in prison,news,3.0
147,"Poached butter lobster, Angus Beef short rib and gold leaf dessert: the Valentine's day dinner on the 37th floor of the walkie-talkie... but the bill will set you back ?? 5,000",food,3.5
148,Eating a Mediterranean diet 'improves mental well-being as well as physical health',health,3.3333333333333335
149,"The best way to get someone to quit smoking? bribe them with cash or lottery tickets, say researchers",health,4.666666666666667
150,'A pothole saved my life': grandfather speaks of how jolt from dip in road reset his heart as he was rushed to hospital,health,3.6666666666666665
151,Premier League fans made to pay as clubs hike up ticket prices yet again,football,2.6666666666666665
152,Is that a tourist attraction or are you just pleased to see me? visitors flock to Turkey's Love Valley to see some erotic erosion,travel,3.6666666666666665
153,Estonia defender Artur Pikk had to go straight from full debut blunting England's attack to barracks for his military service,football,2.6666666666666665
154,World's first restaurant staffed entirely by deaf waiters opens... with sign language guides on the walls to help guests order their food,food,3.0
155,Parties on parole: Schapelle Corby hits Bali nightspots a year after her release... as the clock ticks ever-closer to execution for Australia's other convicted drug smugglers,news,2.6666666666666665
156,Exclusive: Swiss store owner at center of Oprah's 'racist' handbag storm demands to speak to star after she says 'sorry for the fuss',news,3.6666666666666665
157,Need to get into your hotel room? there's an app for that! Hilton Hotels announces plans to replace keys with smartphones,travelnews,4.666666666666667
158,Bristol City 2-0 Doncaster Rovers: Jay Emmanuel-Thomas Double takes robins through to Fa Cup fourth round,football,3.5
159,"Bug burritos, fudge worm ice cream and cricket Kebabs: Britain's first insect restaurant opens this summer... but will you go there?",food,3.0
160,Shockingly thin male model on catwalk at Ysl reignites 'Manorexia' debate: there are rules in place to protect girls... but what about the boys?,femail,4.0
161,Houston Sheriff Busts Drug Dealers after Fedex packages containing cocaine and meth and assault rifles are mailed to the wrong address,news,2.3333333333333335
162,"Forget asteroids, mammoths were killed off by humans: charred debris was made by man-made fires and not a cosmic impact, scientists claim",sciencetech,2.6666666666666665
163,"'Of course fat people can't take responsibility for their weight-there's too much temptation everywhere,' says obesity doctor",health,2.5
164,Mind your heads! f16 fighter jet lands dangerously close to plane spotters during display at Raf Waddington Airshow,travel,4.0
165,Locked in the lavatory... that's just not cricket: a history of the sport in Pakistan,books,3.3333333333333335
166,Real Madrid defender Sergio Ramos Happy with Spain's progress after dismal World Cup in Brazil,football,2.6666666666666665
167,"Restaurant employs ?? 6,000 robots to replace waiters and save money on staff costs... but don't expect service with a smile",food,3.5
168,A hero's return: never-before-seen photo of Winston Churchill on horseback after daring Boer War Prison Camp escape in 1899,news,4.333333333333333
169,"Stop sending patients for cancer tests, doctors told: Nhs Chiefs are 'reducing referral rates in bid to save cash'",health,3.3333333333333335
170,Michael Sam's boyfriend tweets his support after Star who became first gay man to make it to League is cut by the rams and snubbed by all other teams,news,2.3333333333333335
171,Is it time to wave goodbye to windscreen wipers? Mclaren confirms it's developing new system to improve visibility in bad weather that's adapted from fighter jets,sciencetech,3.6666666666666665
172,Daughter of Hero Texas Police officer who killed Ut Sniper Charles Whitman after 1966 Mass-shooting joins Austin Police Department,news,3.0
173,No Botox here! Millie Mackintosh rules out having 'terrifying' plastic surgery and says she's happier than ever with her looks,femail,4.0
174,Younger siblings are more likely to commit suicide: scientists say bullying and a lack of attention from parents could be to blame,health,3.6666666666666665
175,Nike forced to pull 'culturally exploitative' leggings after garment sparks outrage among Polynesians,femail,3.0
176,The ultimate tempest: lightning storm breaks out amid volcanic eruption's ash cloud,news,4.0
177,Hamilton 0-2 Celtic: Adam Matthews and Liam Henderson give champions victory,football,3.3333333333333335
178,A hot-air balloon made of flowers and three heads of state among the guests: inside the lavish wedding of 83-year-old billionaire George Soros,news,3.3333333333333335
179,"That's one way to impress your dinner guests! the rent-a-chef who does the grocery shopping, cooks a gourmet meal and washes up... all for just ?? 35",food,3.6666666666666665
180,"An inspector calls: celebrity spotting ( but no selfies, thanks ) and gilt-edged glamour at the Beaumont, London's newest hotspot",travel,3.6666666666666665
181,"Could sniffing flatulence be good for you? potent gas can help prevent cancer, strokes and heart attacks, claim scientists",health,3.6666666666666665
182,Is this South America's first monkey? fossils found in Amazon may be the first primates to cross the Atlantic from Africa,sciencetech,4.333333333333333
183,"'Syria's Stonehenge': mysterious ruins in desert could be 10,000 years old-but scientists can't get near to investigate",sciencetech,3.6666666666666665
184,'I'll hire women to make trains run on time': rail boss unveils plan to double female staff to end the industry's 'macho culture',news,3.6666666666666665
185,Would you be underwater if the polar caps melted? Map reveals what our planet would look like if sea levels rose by 260 ft,sciencetech,4.666666666666667
186,Is the 'Hairy Skyscraper' the future of cities? radical eco-design covered in energy generating fibres revealed,sciencetech,4.0
187,Navy unveils new missile capable of destroying enemy weapons at three times the speed of sound,sciencetech,3.0
188,'Why pick on Sony? they haven't had a hit since the walkman': Mike Myers makes his return to Snl as Dr. Evil and takes a dig at Kim Jong-Un as he lampoons the hacking scandal,news,2.5
189,Bernard Hopkins wants one more fight after crushing defeat against Sergey Kovalev,boxing,3.0
190,"Experiencing more, not less, by glamming it at Glastonbury: the festival's first pop-up hotel is a refuge from all the muddy chaos",travel,3.6666666666666665
191,"Could a flu drug help fight Ebola? as stocks of life-saving Zmapp run out, Japanese officials say they have 20,000 doses of experimental medicine proven to fight the deadly virus in mice",health,3.3333333333333335
192,"Tottenham Hotspur get go-ahead to build New 56,000-seater Stadium at White Hart Lane after high court challenge is rejected",football,2.3333333333333335
193,Leaked images reveal Apple's super-thin Iphone 6 is set to get a protruding camera and rounded edges,sciencetech,3.3333333333333335
194,Brightening the past: Acropolis Museum in Athens 'restores' Parthenon friezes to their original colours by using digital technology,travel,3.6666666666666665
195,Heather Watson wins Wta title in Hobart to achieve career-high ranking of no 38 ahead of Australian open,tennis,2.6666666666666665
196,The hybrid you'll want to drive home: Lamborghini launches 200 mph supercar with both petrol and electric engines,sciencetech,3.6666666666666665
197,Apple's Iphone 6 plus generates double the data of the Iphone 6-and ten times as much as the 3gs,sciencetech,2.6666666666666665
198,Hound The World Trip: globe-trotting poodle that travels everywhere with its owner... and now has its own international following,travel,2.6666666666666665
199,From boiling lava and ice bubbles to painted hills and blue desert mud: the spectacular images that celebrate the beauty of nature,travel,3.3333333333333335
200,Dr Ellie Cannon: brutal truth of Kate's sickness: the Duchess of Cambridge suffers from vomiting so severe that it often results in hospital admission and dehydration,health,2.6666666666666665
201,Google pledges to put the public in its self driving car within two years in groundbreaking pilot project,sciencetech,3.3333333333333335
202,Will Russia try to seize a foothold in the Med? Energy giant offers to restructure banks in exchange for gas exploration rights,news,3.0
203,Wife pleads for husband to return home after discovering he flew from Britain to Iraq to fight against Isis terrorists,news,3.0
204,"Willing wenches, binge drinking and Al Fresco Sex: the London that inspired Chaucer's Canterbury Tales was every bit as scandalous as a modern soap",books,3.0
205,Family harassed for months by teenagers throwing toilet paper at their House reap revenge by getting the culprits to donate the rolls instead,news,2.3333333333333335
206,When tiredness is a sign of the liver disease you caught years and years ago,health,3.6666666666666665
207,'We couldn't get pregnant for eight years or walk to the shops without getting out of breath': happy couple are expecting a baby after shedding 12 stone between them,femail,3.0
208,Baby's first holiday! Tv Star Julia Bradbury takes young son Zephyr to the Caribbean for a week of relaxation and splendid sea views,travel,2.6666666666666665
209,'Man city are very weak this year': Cska Moscow striker Ahmed Musa Stokes the fires ahead of Champions League Clash,football,3.0
210,Round of Ap-paws for the bride and groom! two dogs are married in front of 100 guests at ceremony in Indonesia,femail,3.6666666666666665
211,There's no problem with his marriage! king of Confessional Tv Jeremy Kyle attends Ntas with glamorous wife Carla ( who he met when she tied the knot with a stranger for radio stunt ),femail,3.0
212,"Is your zip code making you anxious? Williamsfield, Ohio ranked the most 'stressful' neighborhood in America-but life's a breeze in La",femail,3.0
213,"Make mine a fajita, por favor! as street food booms half of Brits indulge at least once a week-and Mexican is our favourite on-the-go treat",food,2.6666666666666665
214,Pompeii ruins are being restored by thieves: people who stole artefacts are now bringing back the pieces in their droves,sciencetech,3.3333333333333335
215,Porn Star 'Mr Marcus' jailed for knowingly exposing co-stars to syphilis and causing outbreak that closed the industry,news,3.0
216,Tragedy of toddler who went to bed for his afternoon nap and never woke up after mystery virus struck,health,3.3333333333333335
217,"Want to make a picture-perfect burger? use pins to secure the salad, pump ketchup from a syringe and don't cook the patty",food,3.6666666666666665
218,"Checking in: ever-young model Twiggy on grey days in Spain, family trips to Mauritius, and the peril of leaving suncream in luggage",travel,3.0
219,"Sorry, Kim Kardashian, the selfie is dead! tinder, 5:2 diet and selfies",femail,4.333333333333333
220,Yoann Huget warned by The European Professional Club Rugby after faking injury during Toulouse's defeat against bath,sport,2.0
221,Say hello to Android L: video reveals 'lollipop' features including lock-screen notifications ahead of its official release,sciencetech,3.3333333333333335
222,Julia Roberts drove 20st sister to gastric bypass surgery after joking about her weight,femail,2.6666666666666665
223,"Now that's extreme advertising! sports brand captures climbers performing gravity-defying stunts on 13,641 ft precipice",travel,3.0
224,Best bit of being 70? you don't give a hoot what others think! as research claims the eighth decade is our happiest three women say why they agree,femail,3.3333333333333335
225,Caroline Wozniacki and Neymar in romantic mood on Valentine's day... Manchester United Duo Radamel Falcao and Daley Blind are loved up too,tennis,2.0
226,Is this the world's most expensive bread? glittering loaf goes on sale at family bakery in Spain... made with 250 mg of gold dust,food,4.0
227,"Edgy and hip, but friendly and laid-back too-the design hotel in Barcelona's coolest district which offers the best of all worlds",travel,2.3333333333333335
228,"Bring back our spoons! restaurant offers free food during cutlery amnesty after revealing 4,000 are stolen every year",food,3.3333333333333335
229,A storm is coming: Sun's poles are set to flip within four months and it could lead to bad weather and radio disruption,sciencetech,3.6666666666666665
230,A royal hangover? thirty wines lined up for Kate and William to sample at exclusive New Zealand tasting event ( let's hope the nanny is babysitting George! ),travel,3.3333333333333335
231,Grave of 'giant' warlord horseman revealed: elaborate 11th century burial shows warrior lost left arm in his final battle,sciencetech,3.3333333333333335
232,"The ultimate bucket list! from northern lights to route 66, Britons' top 25 travel experiences revealed ( and the Uk claims two spots )",travel,3.3333333333333335
233,Hitchbot has made it! welly-wearing robot completes his journey across Canada-and no one tried to steal him,sciencetech,4.0
234,"Dramatic coastlines, tales of war and some very luxurious hotels as Guernsey celebrates 70 years of liberation from the Nazis",travel,2.3333333333333335
235,Frank Lampard reveals he rejected offer from Uncle Harry Redknapp to sign for Qpr before agreeing New York City deal,football,2.0
236,How these extraordinary images could help cure Parkinson's: pictures of the brain entered into competition by scientists may help in fight against condition,health,3.3333333333333335
237,Mango forced to apologize for 'Anti-Semitic' shirt bearing lightning bolts similar to insignia worn by the Ss in Nazi Germany,femail,2.0
238,Alexis Sanchez may play as centre forward for Arsenal against Southampton as Arsene Wenger looks to solve striker crisis,football,2.0
239,"Supermum! Zara Phillips juggles work and family as she gives baby Mia Grace a no-nonsense breakfast, catches up on texts and prepares to win a horse race",femail,2.6666666666666665
240,"Girl, 8, blinded in one eye by brain tumour the size of an orange pins hopes on U.s treatment",health,2.6666666666666665
241,"That's one maze you wouldn't mind getting lost in! artist creates edible labyrinth from 4,640 sticks of chocolate... containing 143,840 calories",food,4.666666666666667
242,The patients told they are depressed or anxious when a simple virus is to blame,health,2.3333333333333335
243,Policeman celebrates first crime free day since he started on the same beat 25 years ago,news,2.6666666666666665
244,'Indians are getting as fat as Americans': obesity crisis swells among India's middle class youth as children choose western fast food over traditional cuisine,femail,4.333333333333333
245,"Former German Chancellor has stashed 38,000 of his favourite menthol cigarettes... because he fears the Eu will ban them",news,3.0
